http_method,endpoint,status_code,response_size,request_rate,session_duration,requests_per_session,time_between_requests,failed_requests,url_length,query_param_count,payload_size,distinct_endpoints_accessed,login_attempts,request_pattern_entropy
patch,/api/cart,200,2286,3.48,753,25,11.2,1,34,3,2157,3,2,2.95
delete,/api/products,201,502,2.42,879,7,26.68,2,29,6,5793,3,2,2.06
get,/api/login,500,4880,4.66,540,40,22.87,1,27,9,2016,6,4,2.24
delete,/api/login,200,1048,8.49,478,294,1.19,10,49,2,5148,5,8,1.57
get,/api/search,403,3245,12.16,71,248,5.05,9,40,9,8083,10,5,0.38
get,/api/cart,404,4770,3.67,1193,49,7.56,1,31,7,7856,3,2,3.66
delete,/api/login,201,3275,8.7,78,57,0.28,6,38,0,5506,12,15,0.96
delete,/api/user/profile,403,4294,2.46,459,31,19.16,4,40,10,4376,1,4,1.8
delete,/api/orders,500,1440,18.63,590,277,1.15,10,19,2,487,13,11,1.57
get,/api/user/profile,401,3838,1.94,313,51,15.01,4,15,4,6905,5,0,2.31
delete,/api/products,403,3973,7.15,427,290,1.77,7,50,3,9112,8,7,0.25
get,/api/payment,429,932,5.55,476,65,0.74,3,39,5,4940,12,13,0.3
post,/api/cart,401,1563,15.27,375,122,0.03,8,49,7,8147,6,2,0.73
delete,/api/orders,429,4456,0.83,916,43,22.59,2,40,5,1608,6,3,2.03
post,/api/cart,403,1864,1.76,878,3,17.4,1,45,6,7045,3,3,1.86
post,/api/user/profile,400,2644,2.23,1125,35,26.22,2,20,2,1037,4,4,2.76
put,/api/products,401,3885,2.7,1132,57,16.72,5,23,2,9099,3,1,2.27
get,/api/search,400,3629,19.98,448,151,1.12,6,48,2,8775,13,3,0.58
delete,/api/search,403,2143,2.58,1159,56,14.83,5,28,2,8967,1,0,3.0
patch,/api/user/profile,429,1508,3.28,671,36,12.18,0,50,0,8395,3,4,2.44
post,/api/payment,400,3670,15.73,307,264,0.7,12,50,7,37,11,13,0.56
patch,/api/cart,401,3457,1.66,763,43,5.41,1,44,5,8767,3,0,2.95
patch,/api/user/profile,500,4568,2.5,296,47,13.28,2,25,5,1451,1,0,1.75
post,/api/products,201,1838,2.43,132,34,0.01,1,25,4,2037,1,0,2.4
post,/api/cart,429,4643,2.59,679,9,16.94,0,33,1,6702,1,2,1.56
delete,/api/payment,200,4970,2.84,1146,57,6.67,4,21,5,7097,1,0,2.01
get,/api/cart,200,4301,3.58,1129,26,31.11,0,15,4,1269,3,0,2.53
post,/api/search,404,1273,1.27,451,11,16.51,2,50,4,1069,2,1,3.06
patch,/api/cart,401,4440,14.48,113,231,0.03,9,41,1,9191,5,11,1.9
get,/api/payment,201,2440,2.76,188,56,19.24,0,39,8,824,2,3,2.58
put,/api/user/profile,500,3310,1.68,201,49,14.94,0,19,5,5114,4,3,3.96
post,/api/search,500,586,2.97,296,50,0.01,3,19,10,9097,1,2,2.26
put,/api/user/profile,200,2708,2.52,986,38,13.88,0,32,6,381,3,1,2.46
patch,/api/login,404,4620,2.93,426,27,19.07,4,16,2,1803,2,4,2.66
get,/api/login,404,2782,3.93,355,1,3.04,1,19,10,7949,6,2,2.35
patch,/api/cart,403,3412,3.15,266,57,17.05,4,41,4,6338,5,3,2.11
patch,/api/payment,400,3279,1.7,1120,51,8.27,5,15,3,7871,5,0,3.09
patch,/api/search,500,1128,0.1,391,31,4.75,3,43,1,717,3,3,2.75
get,/api/payment,401,530,3.31,955,28,2.32,3,30,7,5949,6,1,2.88
put,/api/payment,201,1473,2.77,349,25,19.13,5,37,10,1089,5,4,2.54
get,/api/login,200,238,3.14,730,48,18.68,3,18,1,8279,1,0,2.78
patch,/api/cart,500,3792,2.87,126,55,14.32,4,40,0,2903,6,4,2.45
patch,/api/login,500,3518,12.92,150,128,1.25,5,40,10,8690,11,4,1.41
put,/api/products,400,315,3.05,474,31,17.27,2,47,0,3293,1,4,3.1
patch,/api/cart,201,608,1.65,206,16,22.63,3,40,3,5035,5,4,2.27
patch,/api/orders,500,2496,6.1,83,249,1.36,2,27,9,1864,9,14,1.03
put,/api/products,201,3137,1.02,203,1,25.27,0,47,0,2896,5,0,2.22
put,/api/orders,403,3030,2.62,975,25,13.17,1,50,3,4919,1,2,2.8
delete,/api/user/profile,400,4437,2.76,524,36,22.28,2,18,8,1621,1,4,2.89
put,/api/orders,403,4617,2.92,568,22,20.21,0,16,3,2897,5,2,2.92
delete,/api/payment,400,4059,10.41,39,114,1.65,6,32,10,8573,5,4,1.48
patch,/api/cart,201,868,1.59,674,59,13.99,3,24,6,2943,5,3,2.7
post,/api/search,401,2213,8.26,53,298,0.34,12,22,9,530,9,8,0.72
get,/api/payment,400,2042,10.76,289,267,1.16,3,15,3,7259,9,2,1.14
put,/api/payment,500,2534,4.18,1011,47,20.29,0,24,7,429,3,2,2.16
delete,/api/cart,403,4811,1.11,772,53,0.01,1,29,3,1509,4,4,2.02
patch,/api/cart,429,3741,16.19,308,267,0.51,3,26,0,1451,8,4,0.78
get,/api/user/profile,400,859,1.5,867,33,20.51,4,48,8,3801,3,3,2.35
patch,/api/orders,401,4178,18.09,121,125,0.14,8,42,7,3865,6,10,0.53
patch,/api/products,403,4734,0.19,577,29,13.54,3,33,5,2929,1,4,2.56
post,/api/search,429,2679,4.4,327,10,22.49,0,26,2,538,1,3,3.23
get,/api/login,401,1740,3.58,64,32,17.66,4,28,4,1673,2,3,1.76
put,/api/payment,401,488,2.72,305,31,19.77,1,32,1,4950,4,0,3.37
put,/api/products,429,2490,3.53,576,60,24.92,0,16,9,4039,6,1,1.88
get,/api/products,400,1152,10.69,366,205,0.73,9,45,5,968,9,5,0.97
delete,/api/cart,403,3168,2.92,62,26,17.46,1,40,10,5030,6,4,3.7
patch,/api/user/profile,401,4082,1.49,1115,30,2.14,0,19,1,6362,6,1,1.79
delete,/api/cart,403,2960,4.89,544,26,11.42,0,36,5,9794,4,0,3.32
get,/api/payment,403,2177,2.51,456,8,7.2,1,22,10,2540,3,3,3.7
delete,/api/user/profile,200,3837,4.48,221,23,13.56,4,44,7,3688,4,0,3.1
put,/api/orders,404,3916,2.68,582,41,18.5,5,45,10,9160,3,2,3.56
delete,/api/search,400,4693,0.22,803,26,12.13,0,47,8,5592,4,3,2.52
patch,/api/search,500,400,3.0,407,29,5.01,1,15,3,9004,4,0,3.05
put,/api/cart,403,4950,7.38,233,225,1.44,6,33,10,2432,15,7,0.3
post,/api/payment,404,1152,5.28,116,59,0.01,4,35,8,9985,2,3,3.35
put,/api/user/profile,201,1904,3.23,222,27,15.95,0,38,1,9869,4,4,2.39
patch,/api/login,429,2320,5.34,321,43,20.66,3,19,9,2054,5,0,1.96
get,/api/login,500,1424,0.1,552,23,16.42,5,25,10,7442,4,3,2.5
post,/api/products,400,4080,0.22,992,14,14.56,3,29,2,3090,1,4,2.16
delete,/api/cart,200,4674,2.51,1105,42,20.81,3,21,6,5088,1,0,3.4
post,/api/products,201,4001,3.86,480,11,9.23,2,35,9,7869,5,1,2.72
patch,/api/login,403,4219,2.59,652,8,4.34,1,33,3,278,2,2,2.74
get,/api/products,429,795,5.29,507,34,15.26,2,20,5,1137,1,4,1.54
get,/api/user/profile,401,1300,2.55,206,8,5.29,0,23,4,6512,5,4,3.02
get,/api/user/profile,400,1788,14.1,152,202,0.33,4,46,3,4699,14,10,0.73
delete,/api/login,403,4730,20.98,314,125,0.48,8,44,0,3619,6,10,0.83
post,/api/products,200,2384,1.92,205,15,16.34,2,43,10,3811,5,2,2.67
delete,/api/orders,404,1551,2.98,305,4,5.61,3,35,6,492,1,0,1.49
patch,/api/orders,201,3763,1.62,420,54,18.17,0,49,5,7197,5,1,2.06
patch,/api/cart,401,2198,1.97,849,55,32.02,2,43,4,7492,5,2,1.39
put,/api/search,400,3629,1.37,186,35,30.17,3,34,5,6671,6,3,2.47
delete,/api/products,403,4748,9.18,599,298,0.87,7,35,1,5242,8,2,0.98
post,/api/login,404,4133,3.52,190,37,9.3,1,29,1,6182,3,0,2.29
patch,/api/cart,200,304,3.0,843,17,14.76,2,34,0,8956,5,3,3.52
patch,/api/payment,400,3976,2.65,346,36,21.89,4,43,6,7205,2,3,2.77
post,/api/cart,201,3343,3.54,884,6,8.78,1,34,2,8943,1,4,2.62
patch,/api/products,429,2524,2.4,503,41,9.27,1,48,4,8356,1,0,3.06
put,/api/payment,200,1561,0.1,1097,12,25.78,1,33,4,3044,4,1,1.17
put,/api/payment,401,4309,11.39,384,180,0.39,2,25,5,9964,15,5,1.24
post,/api/orders,403,2389,14.75,108,231,2.49,11,36,6,6292,8,14,0.93
delete,/api/products,200,3795,1.98,887,30,11.28,5,20,0,8645,1,1,1.56
get,/api/products,401,3523,2.34,900,32,22.34,5,33,0,9427,4,2,2.23
post,/api/cart,400,4253,1.89,1022,14,27.72,3,39,6,5547,2,3,2.4
delete,/api/user/profile,403,2675,3.03,764,14,19.29,1,16,1,834,5,2,2.4
delete,/api/login,500,4597,3.52,1006,35,22.92,5,26,2,9905,4,2,3.04
post,/api/products,400,1907,16.06,520,225,0.55,10,15,4,7579,6,9,0.1
delete,/api/orders,200,2296,1.57,577,3,9.0,3,20,5,1290,2,4,2.66
get,/api/search,401,4865,0.27,239,50,8.47,2,35,2,1252,3,1,1.99
patch,/api/cart,201,3939,2.17,1140,13,8.57,3,47,9,339,3,2,3.46
post,/api/products,201,3649,5.2,876,7,0.01,3,15,6,8726,1,3,2.83
post,/api/cart,429,1568,3.79,1081,41,19.34,0,30,4,7358,1,2,2.11
post,/api/cart,500,724,11.02,37,300,0.42,8,39,7,5154,11,13,0.76
patch,/api/products,403,1915,7.51,103,294,0.2,5,40,3,2539,13,10,0.2
post,/api/user/profile,200,1623,2.2,395,30,5.01,4,27,6,1789,3,1,2.62
delete,/api/login,200,3560,1.48,741,54,17.32,2,30,0,7754,2,4,3.15
patch,/api/search,200,3519,18.36,207,228,0.77,6,38,1,1775,5,7,1.18
patch,/api/user/profile,400,789,11.21,461,206,0.34,12,41,2,9714,8,5,0.14
get,/api/cart,404,906,1.03,205,52,16.04,2,39,1,8294,4,0,2.55
post,/api/search,200,2841,3.07,633,58,18.55,2,47,0,8362,6,1,2.7
patch,/api/orders,404,4488,2.79,1138,5,15.45,0,18,4,4983,3,0,2.9
put,/api/products,400,1013,0.1,111,29,27.35,2,29,7,804,5,4,1.18
post,/api/login,401,3639,7.68,39,196,3.0,9,50,4,1533,11,12,1.18
get,/api/payment,403,2733,1.93,505,58,14.99,5,43,10,3299,2,3,3.06
patch,/api/payment,201,3524,4.83,619,50,12.47,4,38,7,2473,5,3,1.9
post,/api/orders,201,1445,16.85,292,253,0.13,9,48,5,8719,11,5,0.55
get,/api/user/profile,200,4907,10.43,44,174,0.42,12,44,4,8647,5,15,1.11
get,/api/cart,200,1669,0.49,835,58,15.82,5,19,6,9577,2,2,2.65
delete,/api/orders,400,4894,9.61,444,247,0.47,4,46,0,1193,7,13,1.43
patch,/api/user/profile,404,617,2.15,335,45,14.82,3,48,9,8844,4,3,2.1
delete,/api/payment,400,4754,3.87,483,33,30.84,3,35,9,8935,4,4,2.61
delete,/api/cart,400,1785,12.34,402,167,0.84,11,46,10,5148,10,9,1.14
put,/api/search,403,1313,0.97,1155,22,6.24,4,38,1,5576,2,0,2.36
get,/api/products,500,4020,17.62,332,115,0.21,2,47,5,4842,8,3,0.78
post,/api/cart,400,1707,1.14,96,53,31.77,2,40,10,7372,2,0,2.21
patch,/api/login,500,1802,7.39,370,100,0.85,10,43,9,3509,15,10,0.76
patch,/api/search,201,2034,3.73,621,28,28.3,3,25,5,3544,4,0,2.12
patch,/api/login,400,522,3.18,154,28,16.25,0,31,0,143,2,1,2.84
put,/api/user/profile,201,234,1.81,931,28,20.03,1,38,2,6165,4,1,3.0
post,/api/orders,429,3515,3.57,493,52,2.02,1,24,7,7851,3,1,1.64
put,/api/cart,429,1914,1.47,900,60,17.14,5,17,9,5766,4,1,2.84
get,/api/products,403,4536,7.78,90,207,0.12,11,46,0,6579,14,10,1.26
get,/api/products,404,2984,3.18,531,55,12.44,3,17,1,7013,5,3,2.81
patch,/api/payment,403,4148,1.96,82,28,18.3,5,27,6,4743,6,1,3.34
post,/api/payment,401,3910,0.1,541,50,21.38,1,17,1,5324,2,1,1.58
delete,/api/products,201,4844,4.34,650,21,9.9,1,25,2,8037,1,0,1.77
delete,/api/cart,429,4570,14.78,262,281,0.19,12,38,7,1157,7,13,0.47
patch,/api/login,400,2483,20.47,527,176,0.22,11,22,4,3699,7,12,0.32
get,/api/orders,403,1210,0.91,263,44,15.92,1,49,8,5020,5,1,1.92
patch,/api/orders,400,1500,13.71,82,193,2.1,4,27,3,512,8,15,1.4
put,/api/products,200,4556,2.23,602,31,6.66,4,48,10,2862,2,3,3.46
post,/api/cart,401,4139,15.96,537,166,1.43,9,50,0,9952,15,11,1.14
get,/api/products,404,3908,4.44,209,43,17.24,3,16,10,3003,4,3,2.15
post,/api/search,401,2856,16.38,214,297,0.87,7,43,2,7828,14,7,1.25
patch,/api/orders,401,4686,14.13,188,257,0.1,2,31,1,7129,14,9,1.33
put,/api/payment,401,4924,3.91,403,31,23.19,2,45,0,8736,4,1,2.24
post,/api/payment,201,4563,2.97,800,32,4.53,1,15,9,3426,6,1,3.09
delete,/api/user/profile,201,3571,1.33,778,48,21.28,0,25,9,4373,6,4,1.81
patch,/api/orders,200,1073,4.05,967,24,17.57,3,39,1,6694,3,0,2.03
put,/api/user/profile,200,3522,3.54,502,4,10.28,0,19,1,6095,3,2,2.95
delete,/api/user/profile,201,668,2.09,198,51,1.23,0,39,5,6292,1,0,1.91
delete,/api/payment,200,4949,1.85,786,57,25.95,1,46,2,2780,2,0,3.04
delete,/api/login,401,3780,4.94,941,58,28.23,5,27,1,2355,6,0,2.18
get,/api/cart,400,2368,2.22,104,60,11.71,4,33,4,2521,3,3,2.1
patch,/api/cart,429,3609,0.1,493,52,14.88,0,24,9,3281,3,1,1.73
get,/api/search,400,1229,2.45,791,3,31.93,2,49,6,3572,6,2,2.19
delete,/api/orders,403,689,2.79,678,28,22.25,4,34,7,2311,1,0,2.67
get,/api/orders,200,1134,2.94,1159,34,12.1,5,30,7,9010,3,1,2.36
delete,/api/cart,201,4537,8.16,317,48,0.47,8,37,8,7511,15,3,0.13
delete,/api/payment,401,4217,3.59,675,13,4.09,3,36,5,948,2,2,3.35
patch,/api/cart,500,3108,13.42,304,41,0.29,2,15,2,5738,6,11,1.18
put,/api/cart,404,633,15.72,593,270,0.59,7,30,8,8993,11,7,0.62
patch,/api/cart,404,589,5.67,695,29,19.07,2,48,6,1910,2,0,1.71
post,/api/orders,404,2015,1.04,790,16,3.09,1,41,4,1612,5,0,2.42
patch,/api/cart,403,3677,2.08,926,38,13.91,5,24,0,8153,2,2,1.86
patch,/api/search,200,860,0.74,579,50,15.75,5,50,8,3186,3,0,2.79
put,/api/cart,500,2627,0.72,932,53,18.79,4,43,5,9006,2,3,3.07
get,/api/search,400,3459,0.1,808,21,27.61,4,18,3,4783,5,4,2.92
delete,/api/login,500,829,15.82,205,224,1.73,3,19,1,8345,6,8,0.39
post,/api/search,500,4374,3.69,889,9,19.55,0,26,6,3019,6,1,2.58
get,/api/user/profile,400,3099,2.24,433,7,24.68,2,39,0,4089,3,4,2.28
put,/api/cart,201,2322,3.05,1200,54,8.57,2,42,9,8673,2,1,2.1
put,/api/user/profile,400,1987,11.06,567,213,2.24,11,41,0,9424,6,10,0.96
post,/api/cart,403,4924,3.34,146,28,16.17,0,38,4,6804,4,4,1.53
delete,/api/login,500,4630,9.66,135,193,0.87,11,39,0,3131,12,11,0.46
get,/api/search,403,1880,1.84,731,2,17.05,4,20,0,7173,1,1,2.76
delete,/api/products,400,1953,11.18,542,208,0.67,10,43,7,2091,13,4,0.1
patch,/api/search,400,4602,2.85,330,7,10.96,3,17,0,9414,4,2,2.76
post,/api/products,201,1601,3.7,639,30,9.44,4,22,0,982,2,2,1.68
get,/api/orders,403,4065,2.04,967,56,25.3,3,38,1,9535,5,2,3.0
put,/api/search,429,2383,1.93,445,14,9.92,5,22,2,7241,1,0,2.16
post,/api/cart,201,224,0.55,118,26,21.28,2,45,6,9733,6,2,3.08
delete,/api/products,400,3040,10.45,71,205,0.38,4,18,10,3415,10,8,0.6
post,/api/products,400,2643,10.9,445,177,0.09,11,15,3,4494,10,9,0.36
patch,/api/search,200,4842,3.68,316,24,20.47,0,20,0,5238,6,0,2.0
delete,/api/cart,401,3116,2.73,293,39,20.17,3,22,8,3732,5,3,1.94
get,/api/cart,500,3281,2.71,107,24,24.71,0,33,2,890,5,3,2.35
patch,/api/products,201,2043,3.93,377,248,0.86,10,32,1,1920,12,9,1.08
get,/api/search,401,3799,2.26,743,39,8.2,4,25,9,5108,3,0,2.98
put,/api/orders,201,1087,5.06,594,57,21.2,4,27,4,5710,4,0,2.28
get,/api/login,404,3439,1.08,880,53,16.16,2,30,2,5303,2,3,3.02
put,/api/login,200,1817,1.92,590,3,12.68,0,41,9,1817,2,3,4.0
patch,/api/payment,500,356,4.12,1104,39,24.2,2,34,5,2706,3,4,1.62
patch,/api/login,200,678,1.44,448,16,15.6,0,19,6,2064,4,0,1.9
get,/api/cart,500,3001,4.9,938,22,26.28,2,15,0,7126,2,3,2.18
get,/api/cart,404,590,5.18,332,18,14.97,1,40,0,1207,4,3,4.0
post,/api/orders,429,3538,2.72,74,46,19.61,1,23,8,4586,5,3,3.34
post,/api/user/profile,400,3628,4.42,337,41,19.09,5,38,10,1899,6,3,2.42
get,/api/login,401,953,3.27,1180,55,8.47,0,49,7,5213,3,4,2.59
put,/api/orders,404,364,0.84,435,54,0.75,1,46,5,5494,6,1,2.53
get,/api/orders,403,2879,4.39,762,34,22.41,4,47,8,8271,1,1,2.45
post,/api/orders,403,4247,18.99,385,282,0.73,9,23,9,6899,5,2,0.57
get,/api/login,403,3658,5.5,79,18,11.23,3,44,7,5911,3,0,3.01
get,/api/products,200,1657,1.26,728,3,12.39,0,15,10,2032,5,4,1.85
patch,/api/payment,401,425,4.03,1037,27,18.88,2,41,6,7099,6,0,2.91
post,/api/user/profile,401,2497,3.83,715,42,8.04,3,31,7,2747,4,4,2.31
patch,/api/products,429,4138,13.78,205,115,2.34,2,17,3,8781,15,13,0.66
patch,/api/user/profile,429,3730,5.67,662,2,19.18,1,18,9,3342,6,0,3.06
post,/api/products,500,917,17.42,220,235,1.76,12,33,5,9421,7,15,0.36
post,/api/products,400,4467,1.78,90,38,9.39,3,45,9,2629,6,4,2.35
put,/api/login,404,1367,4.09,612,1,3.22,3,38,9,7473,6,4,2.15
put,/api/orders,403,4549,1.91,551,46,4.49,0,45,6,8293,6,1,2.62
post,/api/orders,400,914,1.99,921,8,23.89,0,49,9,4522,1,1,2.33
delete,/api/payment,500,2846,3.19,511,20,15.92,5,29,0,475,5,2,1.01
post,/api/cart,500,3331,0.35,82,4,18.07,1,31,4,6212,5,3,2.7
get,/api/login,500,762,2.4,642,16,25.64,2,40,9,4507,3,2,2.81
get,/api/user/profile,201,445,4.86,290,47,0.01,3,28,8,2198,1,3,3.54
patch,/api/login,201,3876,1.59,745,45,15.2,5,36,8,4122,6,0,3.21
put,/api/user/profile,201,4728,0.1,820,31,12.97,3,36,4,5051,4,4,3.11
delete,/api/products,404,1667,9.53,97,271,1.51,9,26,6,497,8,3,1.13
put,/api/payment,404,4631,2.88,525,28,18.33,2,50,1,766,2,2,1.85
delete,/api/payment,403,2813,1.37,1169,11,22.16,0,16,8,3421,2,4,3.0
post,/api/products,500,1750,3.59,307,14,10.88,1,34,2,9160,5,2,3.05
delete,/api/user/profile,400,4330,7.36,230,69,1.61,12,39,4,2228,8,6,1.23
patch,/api/products,403,3881,6.01,450,50,7.89,5,20,10,8166,2,0,1.8
get,/api/cart,201,1103,2.06,549,27,23.39,1,39,7,608,6,4,2.71
put,/api/login,429,1078,5.02,658,19,12.6,2,15,9,2322,3,0,2.21
patch,/api/user/profile,404,4020,1.4,102,36,10.79,2,46,5,307,2,2,1.66
patch,/api/login,401,1700,1.53,1071,10,5.32,3,38,4,4155,3,2,2.93
get,/api/search,500,4819,17.92,466,237,0.1,2,19,9,2064,7,8,0.65
patch,/api/cart,200,4102,5.84,772,31,13.7,1,29,8,6368,5,0,2.7
put,/api/login,401,2386,3.92,248,60,22.4,5,26,5,6762,3,2,2.64
delete,/api/user/profile,200,1185,2.26,553,12,31.19,5,47,7,4137,1,3,2.44
put,/api/payment,400,3590,10.23,579,292,1.06,8,47,5,9296,15,14,0.54
put,/api/orders,400,1510,2.49,964,7,0.01,0,15,4,1471,2,3,3.38
delete,/api/payment,200,3400,0.52,640,29,13.49,3,24,4,3329,3,3,2.5
patch,/api/payment,403,2275,1.06,936,27,29.79,2,33,10,8872,3,2,2.08
get,/api/orders,200,652,2.1,606,5,9.48,0,47,10,8139,2,3,2.08
put,/api/orders,429,3297,2.34,346,3,20.62,0,47,5,8747,4,2,2.6
get,/api/user/profile,401,1956,1.36,1093,56,14.95,5,43,0,6591,4,2,1.68
post,/api/login,400,4628,16.73,320,224,0.46,6,31,8,7203,6,14,0.6
get,/api/login,201,440,5.13,1017,29,12.35,0,37,9,2523,6,2,3.33
post,/api/orders,400,1943,2.03,744,12,7.27,3,44,8,3867,1,3,3.55
patch,/api/search,500,3989,3.28,622,26,15.04,3,17,8,5377,4,1,2.91
delete,/api/orders,403,999,2.91,429,18,14.45,0,49,1,7183,5,4,1.7
post,/api/search,429,377,10.92,221,115,4.12,6,37,2,8928,6,4,1.05
get,/api/cart,403,238,1.34,167,41,14.21,1,24,7,4958,6,3,2.29
post,/api/products,400,4381,14.09,146,127,0.03,2,49,7,9731,15,2,0.95
put,/api/payment,401,4587,1.18,267,29,4.45,5,37,6,1221,2,3,2.41
get,/api/user/profile,400,4808,1.71,1026,5,17.69,4,49,2,7420,2,4,2.07
delete,/api/login,401,902,9.54,270,280,0.96,9,15,2,8364,14,9,0.81
put,/api/search,401,1090,4.12,1195,14,15.77,3,28,2,9151,2,1,2.1
delete,/api/user/profile,500,2701,1.95,942,29,17.37,4,19,5,9610,4,1,2.84
post,/api/login,401,3677,4.76,893,41,1.99,2,29,10,6590,4,4,2.66
patch,/api/search,429,3060,2.78,72,34,14.47,2,41,4,4905,5,0,2.71
post,/api/products,401,1846,2.16,1015,37,7.01,0,34,6,9116,2,1,2.63
patch,/api/payment,403,531,3.47,224,5,14.62,5,44,4,5729,6,0,3.14
delete,/api/search,201,1421,2.14,766,25,18.68,3,15,7,7139,4,0,1.55
delete,/api/products,500,740,5.86,1054,2,13.18,5,25,7,6806,6,2,2.21
get,/api/cart,404,4177,2.1,909,56,7.41,0,26,10,3297,2,3,1.8
delete,/api/user/profile,401,4409,2.56,588,32,15.91,3,22,0,7570,5,4,2.63
patch,/api/orders,403,3849,11.86,229,178,0.2,11,24,7,3480,6,6,1.67
post,/api/payment,400,4980,1.97,277,39,15.73,0,28,9,6101,1,1,2.39
post,/api/login,400,4830,16.43,283,208,0.97,2,39,4,6983,11,11,1.32
get,/api/login,401,1183,15.46,161,70,0.63,2,40,6,9940,8,14,0.21
put,/api/login,401,2983,3.16,641,35,8.41,1,35,5,4291,2,2,2.36
delete,/api/login,403,1458,10.84,10,80,2.04,10,20,5,3788,7,6,1.28
post,/api/payment,500,3820,4.68,824,21,0.51,4,32,3,6708,5,0,1.64
patch,/api/products,403,4888,4.15,520,53,21.96,3,45,5,8068,4,2,2.8
patch,/api/search,429,4017,2.52,958,8,14.18,2,22,2,5179,6,0,2.82
get,/api/products,403,2211,12.71,79,176,0.86,9,24,3,9558,9,3,1.32
put,/api/payment,400,1346,12.42,155,296,2.77,4,50,3,1865,15,3,0.55
get,/api/login,201,4610,3.51,744,15,20.27,4,30,1,4512,4,1,2.25
put,/api/login,201,4847,0.97,1111,60,9.02,2,45,10,7681,1,0,1.85
post,/api/login,429,2837,0.1,572,45,23.73,0,41,10,1074,1,2,1.37
get,/api/products,429,4709,19.45,535,153,0.41,11,32,0,5166,10,11,0.91
put,/api/cart,429,4187,4.49,913,41,15.46,5,16,8,2227,4,0,2.35
get,/api/products,500,3328,3.37,785,46,8.03,4,45,0,8263,2,4,2.58
get,/api/orders,429,2824,7.2,461,197,0.1,7,47,0,2973,7,2,0.98
patch,/api/cart,404,1699,17.81,289,267,0.11,2,35,8,9771,8,6,0.86
get,/api/payment,404,4634,4.26,300,35,2.15,1,41,8,9418,6,4,2.45
post,/api/login,403,2694,1.36,1108,60,21.96,5,16,6,5860,4,3,2.95
get,/api/products,403,246,3.26,1040,49,9.37,0,24,7,8267,5,2,3.03
patch,/api/login,400,4040,5.88,74,292,0.81,7,45,7,3934,9,4,0.11
get,/api/payment,500,1654,2.23,775,11,5.01,0,21,10,980,2,4,4.0
patch,/api/products,200,4971,16.23,252,69,2.06,2,46,9,4324,14,12,0.17
put,/api/user/profile,404,4405,2.65,692,19,23.74,1,21,1,7777,3,1,2.86
patch,/api/login,403,1623,4.15,834,8,4.07,0,48,5,1501,2,4,2.25
patch,/api/user/profile,404,1778,1.11,995,28,28.74,4,33,0,6232,4,3,2.88
patch,/api/login,404,1750,6.77,1170,21,11.26,1,21,0,2375,6,2,2.07
post,/api/cart,404,3662,2.29,1082,32,26.03,1,37,6,7852,5,4,2.28
put,/api/products,200,2460,12.5,197,187,0.06,6,34,4,8773,9,10,0.84
delete,/api/user/profile,500,3499,8.09,18,212,0.27,12,20,4,9582,12,12,0.83
post,/api/login,403,457,2.49,543,4,22.55,4,18,4,2224,1,2,3.56
delete,/api/cart,201,3579,1.24,477,20,11.86,2,41,5,5501,3,2,2.0
delete,/api/orders,201,2385,2.78,768,44,10.69,2,25,10,763,3,0,2.64
get,/api/cart,500,2223,4.16,172,49,0.01,5,37,9,1109,5,2,2.8
post,/api/orders,201,2322,1.81,102,34,18.68,5,18,10,6568,3,1,1.96
get,/api/user/profile,500,1080,16.79,395,45,1.44,9,46,2,5012,12,2,0.57
delete,/api/user/profile,401,2527,3.56,1190,37,20.41,0,22,3,2982,4,1,2.86
get,/api/login,403,3962,1.61,699,23,10.33,3,34,2,3693,4,0,2.58
post,/api/orders,403,3844,2.12,505,9,22.11,0,38,8,4361,2,1,2.33
get,/api/orders,500,715,10.77,397,281,1.22,6,29,5,8060,5,10,0.15
patch,/api/user/profile,429,1278,2.6,569,26,23.43,4,46,6,1479,5,0,3.07
delete,/api/search,404,703,2.01,86,45,10.87,2,40,7,4184,3,1,2.36
patch,/api/products,400,2594,4.67,432,31,12.77,2,22,0,834,1,4,2.55
put,/api/products,500,3262,1.86,312,1,20.64,2,22,7,6941,3,1,2.59
delete,/api/products,401,3430,0.99,634,23,7.25,2,27,10,4195,2,1,1.3
post,/api/products,200,3857,1.25,494,35,21.35,0,30,6,9305,6,2,3.29
post,/api/login,429,4071,3.53,1180,16,19.44,3,42,5,6093,1,1,2.42
patch,/api/products,200,1434,15.1,332,109,5.02,8,16,6,80,5,12,1.08
post,/api/user/profile,404,1053,8.28,279,66,0.92,12,25,7,2374,6,15,0.76
post,/api/cart,500,3770,4.51,113,21,21.99,4,32,4,2381,6,1,2.94
get,/api/search,401,4506,0.1,827,4,22.43,3,24,6,1970,6,1,2.42
get,/api/orders,429,606,1.83,538,43,3.14,5,27,2,2875,2,0,2.5
delete,/api/search,429,789,12.13,520,222,1.06,11,15,10,7540,14,4,0.28
post,/api/search,500,3799,3.24,916,3,3.25,2,17,1,5157,1,0,2.46
delete,/api/search,404,937,3.9,404,4,35.13,4,43,1,8021,5,4,2.09
put,/api/payment,200,1689,0.1,263,53,8.8,0,44,4,4295,5,3,2.04
patch,/api/login,404,4537,1.36,662,15,22.26,2,26,3,7395,1,4,2.71
put,/api/orders,429,3747,7.49,69,163,3.81,9,21,9,3799,15,7,1.37
